repo_name,total_events,unique_actors,bot_events,first_event,last_event,phish_name_flag,ai_coauthor_flag,total_payload_b,events_per_actor,bot_ratio,time_span_s,events_per_second,event_type_diversity,distinct_branches,suspicious_score
Nam17111998/Udemy_free,1,1,1,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,True,False,620,1.0,1.0,0.0,1.0,1,0,7
hhackk/hacknews,1,1,1,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,True,False,608,1.0,1.0,0.0,1.0,1,0,7
siyukatu/ttsbot-status-history-graph,1,1,1,2026-04-15 12:00:49+00:00,2026-04-15 12:00:49+00:00,True,False,648,1.0,1.0,0.0,1.0,1,0,7
parampavar/python-telegram-bot,1,1,1,2026-04-15 12:00:17+00:00,2026-04-15 12:00:17+00:00,True,False,606,1.0,1.0,0.0,1.0,1,0,7
phoracek/cluster-network-addons-operator,1,1,1,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,True,False,671,1.0,1.0,0.0,1.0,1,0,7
KingOfTheNerds32/pool_data_logger,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,True,False,642,1.0,1.0,0.0,1.0,1,0,7
haoyousun60-create/TrendRadar-Crypto,1,1,1,2026-04-15 12:01:07+00:00,2026-04-15 12:01:07+00:00,True,False,648,1.0,1.0,0.0,1.0,1,0,7
DrChenMor/bam.bot,1,1,1,2026-04-15 12:01:33+00:00,2026-04-15 12:01:33+00:00,True,False,608,1.0,1.0,0.0,1.0,1,0,7
soralabs-jp/makoto-watch-bot,1,1,1,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,632,1.0,1.0,0.0,1.0,1,0,7
codev-workshops/uc-data-source-migration-legacy-to-modern,1,1,1,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,True,False,918,1.0,1.0,0.0,1.0,1,1,7
hmcts/probate-ccd-data-migration-tool,1,1,1,2026-04-15 12:01:57+00:00,2026-04-15 12:01:57+00:00,True,False,884,1.0,1.0,0.0,1.0,1,1,7
YaChengMu/Free-Node,1,1,1,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,612,1.0,1.0,0.0,1.0,1,0,7
francoisfmdev/XRP-BTC-Strat-gie-MTF-EMA200-simulation,1,1,1,2026-04-15 12:01:45+00:00,2026-04-15 12:01:45+00:00,True,False,682,1.0,1.0,0.0,1.0,1,0,7
iamfour07/crypto-scanner,1,1,1,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,624,1.0,1.0,0.0,1.0,1,0,7
pranjalmandhan/crypto-market-pipeline,1,1,1,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,True,False,650,1.0,1.0,0.0,1.0,1,0,7
erffa1995/nlm-telegram-news-bot,1,1,1,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,True,False,638,1.0,1.0,0.0,1.0,1,0,7
kuriri08/verse8-trend-bot,1,1,1,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,True,False,628,1.0,1.0,0.0,1.0,1,0,7
MaverickD650/home-operations,2,1,2,2026-04-15 12:01:22+00:00,2026-04-15 12:01:28+00:00,True,False,1404,2.0,1.0,6.0,0.3333333333333333,1,2,7
hayaseta/solana-sniping-bot,1,1,1,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,True,False,630,1.0,1.0,0.0,1.0,1,0,7
pworker15/analyst-ratings,1,1,1,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,626,1.0,1.0,0.0,1.0,1,0,7
KGLiatrio25/daily-lead-generator,1,1,1,2026-04-15 12:00:16+00:00,2026-04-15 12:00:16+00:00,True,False,640,1.0,1.0,0.0,1.0,1,0,7
lairulan/beauty-generator,1,1,1,2026-04-15 12:01:13+00:00,2026-04-15 12:01:13+00:00,True,False,626,1.0,1.0,0.0,1.0,1,0,7
rileychh/FixTweetBot,1,1,1,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,True,False,584,1.0,1.0,0.0,1.0,1,0,7
SaltyFishZ4869/ghapi-json-generator,1,1,1,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,True,False,646,1.0,1.0,0.0,1.0,1,0,7
Nomaryth/AgnesBot,3,1,3,2026-04-15 12:00:17+00:00,2026-04-15 12:01:17+00:00,True,False,2310,3.0,1.0,60.0,0.05,1,0,6
RavanGuliyeff/TestBot,14,1,0,2026-04-15 12:00:00+00:00,2026-04-15 12:01:55+00:00,True,False,8498,14.0,0.0,115.0,0.12173913043478261,1,0,6
mauricegift/free-proxies,11,1,0,2026-04-15 12:00:00+00:00,2026-04-15 12:00:30+00:00,True,False,6699,11.0,0.0,30.0,0.36666666666666664,1,0,6
KarolisZemaitis/karolis-bots-memory,21,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:02:05+00:00,True,False,13461,21.0,0.0,116.0,0.1810344827586207,1,0,6
1ntact/py-cache-decorator,1,1,0,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,True,False,596,1.0,0.0,0.0,1.0,1,0,5
2676852267/CloudMusicBot,1,1,0,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,True,False,606,1.0,0.0,0.0,1.0,1,0,5
KindsFox/recording_knowledge_bot,1,1,0,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,True,False,612,1.0,0.0,0.0,1.0,1,0,5
aqoyliev/motive_alerts_bot,1,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:12+00:00,True,False,602,1.0,0.0,0.0,1.0,1,0,5
dhjw/php-irc-bot,1,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:12+00:00,True,False,566,1.0,0.0,0.0,1.0,1,0,5
AppsByZubin/botsquadron,1,1,0,2026-04-15 12:00:56+00:00,2026-04-15 12:00:56+00:00,True,False,616,1.0,0.0,0.0,1.0,1,0,5
florianscheidl/WeatherGenerator,1,1,0,2026-04-15 12:00:55+00:00,2026-04-15 12:00:55+00:00,True,False,667,1.0,0.0,0.0,1.0,1,1,5
sesalthesapgecici-coder/Slobos-bot,1,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:12+00:00,True,False,663,1.0,0.0,0.0,1.0,1,0,5
kkonstantin08/telegram-bot-airtable,1,1,0,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,635,1.0,0.0,0.0,1.0,1,0,5
bekhzodumarov-boop/football-tournament-bot,1,1,0,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,666,1.0,0.0,0.0,1.0,1,0,5
LawandHack/system-exploration-g,1,1,0,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,True,False,616,1.0,0.0,0.0,1.0,1,0,5
muhammad-zeeshan-brainx/code-hackathon,1,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:12+00:00,True,False,671,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-gru/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-sa-east-1,1,1,0,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,821,1.0,0.0,0.0,1.0,1,1,5
SainiAashish11/Gold-XAU-USD-Analysis-RSI-Strategy-Validation-Python-,1,1,0,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,829,1.0,0.0,0.0,1.0,1,1,5
tabyrocket/rat-souls,1,1,0,2026-04-15 12:00:52+00:00,2026-04-15 12:00:52+00:00,True,False,594,1.0,0.0,0.0,1.0,1,0,5
rdumbrovskyimail-eng/Laboratory,1,1,0,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,True,False,648,1.0,0.0,0.0,1.0,1,0,5
credfeto/credfeto-notification-bot,1,1,0,2026-04-15 12:01:48+00:00,2026-04-15 12:01:48+00:00,True,False,700,1.0,0.0,0.0,1.0,1,1,5
arnabbera/NextGenRoboticX,1,1,0,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,True,False,601,1.0,0.0,0.0,1.0,1,0,5
equinor/radix-operator,1,1,0,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,True,False,2652,1.0,0.0,0.0,1.0,1,0,5
vhertel/WeatherGenerator,1,1,0,2026-04-15 12:01:02+00:00,2026-04-15 12:01:02+00:00,True,False,596,1.0,0.0,0.0,1.0,1,0,5
indmdev/Free-Telegram-Store-Bot,1,1,0,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,True,False,607,1.0,0.0,0.0,1.0,1,0,5
chiuchau-cyril/moltbot-dashboard,1,1,0,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,True,False,632,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-mxp/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-6PGWNX3K-v2-prod-eu-south-1,1,1,0,2026-04-15 12:00:27+00:00,2026-04-15 12:00:27+00:00,True,False,757,1.0,0.0,0.0,1.0,1,0,5
g0v-data/g0v-hackmd-archive,1,1,0,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,True,False,765,1.0,0.0,0.0,1.0,1,0,5
DarkFlame11/Bot,1,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,True,False,587,1.0,0.0,0.0,1.0,1,0,5
myselfhridoy/FreeHostingScript,1,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,True,False,622,1.0,0.0,0.0,1.0,1,0,5
soninik33/Birinchi-bot,1,1,0,2026-04-15 12:00:26+00:00,2026-04-15 12:00:26+00:00,True,False,597,1.0,0.0,0.0,1.0,1,0,5
mansii281/binance-trading-bot,1,1,0,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,True,False,563,1.0,0.0,0.0,1.0,1,1,5
fede-kamel/haystack-core-integrations,1,1,0,2026-04-15 12:00:19+00:00,2026-04-15 12:00:19+00:00,True,False,657,1.0,0.0,0.0,1.0,1,0,5
blueduckpnmrsbpr/Bot-Ethereum-mainet,1,1,0,2026-04-15 12:00:18+00:00,2026-04-15 12:00:18+00:00,True,False,646,1.0,0.0,0.0,1.0,1,0,5
axw4319/cynthiastayscurated-rebuild,1,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,613,1.0,0.0,0.0,1.0,1,0,5
demo84/metals-crypto-current-price-data,2,1,0,2026-04-15 12:00:46+00:00,2026-04-15 12:00:47+00:00,True,False,1240,2.0,0.0,1.0,2.0,1,0,5
Sportx666/Crypto_BOT,1,1,0,2026-04-15 12:00:46+00:00,2026-04-15 12:00:46+00:00,True,False,612,1.0,0.0,0.0,1.0,1,0,5
gaston1799/RobloxLua,3,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:18+00:00,True,False,1782,3.0,0.0,6.0,0.5,1,0,5
gangjunlee-dev/veasly-channeltalk-bot,1,1,0,2026-04-15 12:00:11+00:00,2026-04-15 12:00:11+00:00,True,False,642,1.0,0.0,0.0,1.0,1,0,5
manjaro-sway/idlehack,1,1,0,2026-04-15 12:00:12+00:00,2026-04-15 12:00:12+00:00,True,False,767,1.0,0.0,0.0,1.0,1,0,5
yeong-hwan/buidlhack-2026-bnb,1,1,0,2026-04-15 12:01:57+00:00,2026-04-15 12:01:57+00:00,True,False,621,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-gru/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-6PGWNX3K-v2-preprod-sa-east-1,1,1,0,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,True,False,761,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-sin/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-ap-southeast-1,1,1,0,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,True,False,831,1.0,0.0,0.0,1.0,1,1,5
MallenK/WebJPPreparation3,1,1,0,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,True,False,601,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-sin/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-FKCH7MRT-v2-preprod-ap-southeast-1,1,1,0,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,True,False,771,1.0,0.0,0.0,1.0,1,0,5
mnshchtri/QUANTBOTFX,1,1,0,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,True,False,591,1.0,0.0,0.0,1.0,1,0,5
Obruun/Trading-bot-data,1,1,0,2026-04-15 12:00:00+00:00,2026-04-15 12:00:00+00:00,True,False,590,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-sin/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-6PGWNX3K-v2-preprod-ap-southeast-1,1,1,0,2026-04-15 12:02:06+00:00,2026-04-15 12:02:06+00:00,True,False,771,1.0,0.0,0.0,1.0,1,0,5
vmheaven/VMHeaven-Free-Proxy-Updated,1,1,0,2026-04-15 12:00:03+00:00,2026-04-15 12:00:03+00:00,True,False,620,1.0,0.0,0.0,1.0,1,0,5
jamesmcmillan61/Autonomous-Robot-Navigation,1,1,0,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,True,False,655,1.0,0.0,0.0,1.0,1,0,5
waheebasig2024-sudo/wallet-almufeed,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,653,1.0,0.0,0.0,1.0,1,0,5
wikimedia/mediawiki-extensions-MontserratFont,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,803,1.0,0.0,0.0,1.0,1,0,5
domiquerendona/domi-telegram-bot,1,1,0,2026-04-15 12:01:49+00:00,2026-04-15 12:01:49+00:00,True,False,637,1.0,0.0,0.0,1.0,1,0,5
saloarhussain/skcarat,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,605,1.0,0.0,0.0,1.0,1,0,5
Trung0Minh/Mudae-Self-Bot,1,1,0,2026-04-15 12:01:49+00:00,2026-04-15 12:01:49+00:00,True,False,606,1.0,0.0,0.0,1.0,1,0,5
chulxx/scripts-for-integration,1,1,0,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,True,False,602,1.0,0.0,0.0,1.0,1,0,5
vicandrej/azuni-chatbot,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,599,1.0,0.0,0.0,1.0,1,0,5
Everaldtah/bot-state-data,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,606,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-ap-northeast-3,1,1,0,2026-04-15 12:01:53+00:00,2026-04-15 12:01:53+00:00,True,False,789,1.0,0.0,0.0,1.0,1,0,5
IrinaNaumenko/chat_bot_MAX,1,1,0,2026-04-15 12:02:05+00:00,2026-04-15 12:02:05+00:00,True,False,619,1.0,0.0,0.0,1.0,1,0,5
keyshot-dev/configurations,1,1,0,2026-04-15 12:00:50+00:00,2026-04-15 12:00:50+00:00,True,False,771,1.0,0.0,0.0,1.0,1,0,5
barmola/garena-datadome-bypass,1,1,0,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,True,False,605,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-sfo/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-preprod-us-west-1,1,1,0,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,True,False,831,1.0,0.0,0.0,1.0,1,1,5
kishorsaran3333/sturdy-robot,1,1,0,2026-04-15 12:00:13+00:00,2026-04-15 12:00:13+00:00,True,False,627,1.0,0.0,0.0,1.0,1,0,5
dariazhl/stratum,1,1,0,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,True,False,582,1.0,0.0,0.0,1.0,1,0,5
Sumitlap04/taxiBot,1,1,0,2026-04-15 12:00:47+00:00,2026-04-15 12:00:47+00:00,True,False,592,1.0,0.0,0.0,1.0,1,0,5
indorandar-dot/bot-db-backup,1,1,0,2026-04-15 12:00:03+00:00,2026-04-15 12:00:03+00:00,True,False,624,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-dub/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-prod-eu-west-1,1,1,0,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,819,1.0,0.0,0.0,1.0,1,1,5
Technologicat/mcpyrate,1,1,0,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,True,False,607,1.0,0.0,0.0,1.0,1,0,5
ashisht24/Ashisht24_AI_bot,1,1,0,2026-04-15 12:01:59+00:00,2026-04-15 12:01:59+00:00,True,False,603,1.0,0.0,0.0,1.0,1,0,5
timvanhelsdingen/arkestrator,1,1,0,2026-04-15 12:01:55+00:00,2026-04-15 12:01:55+00:00,True,False,628,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-prod-ap-northeast-3,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,787,1.0,0.0,0.0,1.0,1,0,5
ropizone/earningbot,1,1,0,2026-04-15 12:02:03+00:00,2026-04-15 12:02:03+00:00,True,False,588,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-mxp/Github-PR-Commit-Integration-Test-DoNotTouch-GitHubAutoBuildPushCanaryTest-v2-prod-eu-south-1,1,1,0,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,True,False,789,1.0,0.0,0.0,1.0,1,0,5
filippppao/tgshop-bot,1,1,0,2026-04-15 12:02:02+00:00,2026-04-15 12:02:02+00:00,True,False,589,1.0,0.0,0.0,1.0,1,0,5
dev-melbinjoe/XbrlSupportBot,1,1,0,2026-04-15 12:00:03+00:00,2026-04-15 12:00:03+00:00,True,False,625,1.0,0.0,0.0,1.0,1,0,5
50thycal/solana-graduation-arb-research,1,1,0,2026-04-15 12:01:57+00:00,2026-04-15 12:01:57+00:00,True,False,632,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-mxp/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-prod-eu-south-1,1,1,0,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,True,False,821,1.0,0.0,0.0,1.0,1,1,5
AnupSolanki7/sage-narrative,1,1,0,2026-04-15 12:02:00+00:00,2026-04-15 12:02:00+00:00,True,False,614,1.0,0.0,0.0,1.0,1,0,5
MisterJeonJosephLogoPixliate1241/Code-For-Bot,1,1,0,2026-04-15 12:00:28+00:00,2026-04-15 12:00:28+00:00,True,False,712,1.0,0.0,0.0,1.0,1,0,5
henkish11/bot,1,1,0,2026-04-15 12:01:47+00:00,2026-04-15 12:01:47+00:00,True,False,579,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-kix/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-prod-ap-northeast-3,1,1,0,2026-04-15 12:01:47+00:00,2026-04-15 12:01:47+00:00,True,False,777,1.0,0.0,0.0,1.0,1,0,5
andreas-breidenthal/operation-seamless,1,1,0,2026-04-15 12:00:10+00:00,2026-04-15 12:00:10+00:00,True,False,659,1.0,0.0,0.0,1.0,1,0,5
nadeemdev3/PayU-Integration-Kit-ROR,1,1,0,2026-04-15 12:00:03+00:00,2026-04-15 12:00:03+00:00,True,False,626,1.0,0.0,0.0,1.0,1,0,5
jdeworks/narratu-poc,1,1,0,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,589,1.0,0.0,0.0,1.0,1,0,5
tylercrews/rickybot,1,1,0,2026-04-15 12:01:33+00:00,2026-04-15 12:01:33+00:00,True,False,590,1.0,0.0,0.0,1.0,1,0,5
kevensjames/wheellsverse-bots,1,1,0,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,617,1.0,0.0,0.0,1.0,1,0,5
kevinprasetyo817-jpg/chatbot_kevin,1,1,0,2026-04-15 12:01:08+00:00,2026-04-15 12:01:08+00:00,True,False,656,1.0,0.0,0.0,1.0,1,0,5
nauman-ishaq-brainx/hackathon-backend,1,1,0,2026-04-15 12:01:17+00:00,2026-04-15 12:01:17+00:00,True,False,656,1.0,0.0,0.0,1.0,1,0,5
crossxx-labs/free-proxy,1,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:00:09+00:00,True,False,606,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-iad/Github-PR-Commit-Integration-Test-DoNotTouch-GitHubAutoBuildPrPreviewCanaryTest-v2-prod-us-east-1,1,1,0,2026-04-15 12:01:18+00:00,2026-04-15 12:01:18+00:00,True,False,809,1.0,0.0,0.0,1.0,1,0,5
buildngrowsv/ai-tattoo-generator,1,1,0,2026-04-15 12:01:18+00:00,2026-04-15 12:01:18+00:00,True,False,626,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-nrt/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-6PGWNX3K-v2-preprod-ap-northeast-1,1,1,0,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,True,False,771,1.0,0.0,0.0,1.0,1,0,5
g4lb/delivery-orchestrator,1,1,0,2026-04-15 12:01:28+00:00,2026-04-15 12:01:28+00:00,True,False,588,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-nrt/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-preprod-ap-northeast-1,1,1,0,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,True,False,831,1.0,0.0,0.0,1.0,1,1,5
blastcepat777/bot-wa,1,1,0,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,True,False,605,1.0,0.0,0.0,1.0,1,0,5
cho-y-j/mybot,1,1,0,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,573,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-dub/Github-PR-Commit-Integration-Test-DoNotTouch-GitHubAutoBuildPrPreviewCanaryTest-v2-prod-eu-west-1,1,1,0,2026-04-15 12:01:12+00:00,2026-04-15 12:01:12+00:00,True,False,848,1.0,0.0,0.0,1.0,1,0,5
tintogr/finanzas-bot,1,1,0,2026-04-15 12:01:23+00:00,2026-04-15 12:01:23+00:00,True,False,587,1.0,0.0,0.0,1.0,1,0,5
Gaurav0/Universal-LPC-Spritesheet-Character-Generator,1,1,0,2026-04-15 12:01:32+00:00,2026-04-15 12:01:32+00:00,True,False,670,1.0,0.0,0.0,1.0,1,0,5
SpudInfinity/chatbot,1,1,0,2026-04-15 12:00:30+00:00,2026-04-15 12:00:30+00:00,True,False,554,1.0,0.0,0.0,1.0,1,1,5
moyersame234-prog/cheat,1,1,0,2026-04-15 12:00:05+00:00,2026-04-15 12:00:05+00:00,True,False,623,1.0,0.0,0.0,1.0,1,0,5
kevinraphael95/discord_bot_kisuke_urahara,1,1,0,2026-04-15 12:01:12+00:00,2026-04-15 12:01:12+00:00,True,False,647,1.0,0.0,0.0,1.0,1,0,5
rochonastore/newspaper-bot-urls,1,1,0,2026-04-15 12:01:17+00:00,2026-04-15 12:01:17+00:00,True,False,620,1.0,0.0,0.0,1.0,1,0,5
shubhamshendre/Free-Proxies,1,1,0,2026-04-15 12:01:17+00:00,2026-04-15 12:01:17+00:00,True,False,620,1.0,0.0,0.0,1.0,1,0,5
randowned/stank-bot,1,1,0,2026-04-15 12:01:17+00:00,2026-04-15 12:01:17+00:00,True,False,591,1.0,0.0,0.0,1.0,1,0,5
themporalyesis/feed-generator,1,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:00:09+00:00,True,False,626,1.0,0.0,0.0,1.0,1,0,5
joaorb64/SmashTwitterBot,1,1,0,2026-04-15 12:01:13+00:00,2026-04-15 12:01:13+00:00,True,False,594,1.0,0.0,0.0,1.0,1,0,5
Vdevagabundo333/openai-chatbot-app,1,1,0,2026-04-15 12:01:45+00:00,2026-04-15 12:01:45+00:00,True,False,639,1.0,0.0,0.0,1.0,1,0,5
f9662URiOUSoLdBOY/mevbot,1,1,0,2026-04-15 12:01:45+00:00,2026-04-15 12:01:45+00:00,True,False,625,1.0,0.0,0.0,1.0,1,0,5
Mubumbutu/Audiobook-and-Dubbing-Generator,1,1,0,2026-04-15 12:01:13+00:00,2026-04-15 12:01:13+00:00,True,False,635,1.0,0.0,0.0,1.0,1,0,5
BitcoinUbuntu/powbot-stats,1,1,0,2026-04-15 12:00:05+00:00,2026-04-15 12:00:05+00:00,True,False,617,1.0,0.0,0.0,1.0,1,0,5
hishammon2026/LOG_DLT_BOT,1,1,0,2026-04-15 12:01:33+00:00,2026-04-15 12:01:33+00:00,True,False,617,1.0,0.0,0.0,1.0,1,0,5
mariyuricina/taskbot,1,1,0,2026-04-15 12:00:09+00:00,2026-04-15 12:00:09+00:00,True,False,602,1.0,0.0,0.0,1.0,1,0,5
indmdev/advancedbotbuilder,1,1,0,2026-04-15 12:01:12+00:00,2026-04-15 12:01:12+00:00,True,False,599,1.0,0.0,0.0,1.0,1,0,5
Theikk/freemagic_rss_feeds,1,1,0,2026-04-15 12:00:05+00:00,2026-04-15 12:00:05+00:00,True,False,594,1.0,0.0,0.0,1.0,1,0,5
idklckckkdckf/ultimate-abap-cheatsheet,1,1,0,2026-04-15 12:01:10+00:00,2026-04-15 12:01:10+00:00,True,False,641,1.0,0.0,0.0,1.0,1,0,5
watchttvv/free-proxy-list,1,1,0,2026-04-15 12:00:05+00:00,2026-04-15 12:00:05+00:00,True,False,603,1.0,0.0,0.0,1.0,1,0,5
MrOnigiri114514/Tsundere-Bot,1,1,0,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,True,False,627,1.0,0.0,0.0,1.0,1,0,5
buildngrowsv/ai-qr-art-generator,1,1,0,2026-04-15 12:01:05+00:00,2026-04-15 12:01:05+00:00,True,False,628,1.0,0.0,0.0,1.0,1,0,5
Fahedbentaleb/Crypto-Source,1,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,617,1.0,0.0,0.0,1.0,1,0,5
simear2004/foo_openhacks_mod,1,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,620,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-nrt/Github-PR-Commit-Integration-Test-DoNotTouch-Gith-RB7P4TGB-v2-prod-ap-northeast-1,1,1,0,2026-04-15 12:00:13+00:00,2026-04-15 12:00:13+00:00,True,False,787,1.0,0.0,0.0,1.0,1,0,5
aws-aemilia-syd/Github-PR-Commit-Integration-Test-DoNotTouch-GitH-MJCD6L4M-v2-prod-ap-southeast-2,1,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,816,1.0,0.0,0.0,1.0,1,0,5
raghavtanejax/company-specific-placement-preparation-system,1,1,0,2026-04-15 12:00:45+00:00,2026-04-15 12:00:45+00:00,True,False,683,1.0,0.0,0.0,1.0,1,0,5
meshkovaalisa/Generator_PDF,1,1,0,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,True,False,635,1.0,0.0,0.0,1.0,1,0,5
jeroenk22/eurofins-post-registratie-create-mendrix-order,1,1,0,2026-04-15 12:00:37+00:00,2026-04-15 12:00:37+00:00,True,False,649,1.0,0.0,0.0,1.0,1,1,5
bjornodinsson89/odin-Bot,1,1,0,2026-04-15 12:00:58+00:00,2026-04-15 12:00:58+00:00,True,False,655,1.0,0.0,0.0,1.0,1,0,5
